Classification Keywords,"Keep (Yes, No, Discussion)",Title,Consider (Y/N/T),,Unnamed: 2,Cites,Authors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Query,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,hA
"Robust, Interpretation",Discussion,Adversarial TCAV - Robust and Effective Interpretation of Intermediate Layers in Neural Networks,T,4314,186,1.0,"Rahul Soni, Naresh Shah, Chua Tat Seng, J. D. Moore",2020.0,,,,,187.0,2022-07-13 09:28:50,,,,,,,,,1,0.5,0.0,4.0,2.0,"Interpreting neural network decisions and the information learned in intermediate layers is still a challenge due to the opaque internal state and shared non-linear interactions. Although (Kim et al, 2017) proposed to interpret intermediate layers by quantifying its ability to distinguish a user-defined concept (from random examples), the questions of robustness (variation against the choice of random examples) and effectiveness (retrieval rate of concept images) remain. We investigate these two properties and propose improvements to make concept activations reliable for practical use.  Effectiveness: If the intermediate layer has effectively learned a user-defined concept, it should be able to recall --- at the testing step --- most of the images containing the proposed concept. For instance, we observed that the recall rate of Tiger shark and Great white shark from the ImageNet dataset with ""Fins"" as a user-defined concept was only 18.35% for VGG16. To increase the effectiveness of concept learning, we propose A-CAV --- the Adversarial Concept Activation Vector --- this results in larger margins between user concepts and (negative) random examples. This approach improves the aforesaid recall to 76.83% for VGG16.  For robustness, we define it as the ability of an intermediate layer to be consistent in its recall rate (the effectiveness) for different random seeds. We observed that TCAV has a large variance in recalling a concept across different random seeds. For example, the recall of cat images (from a layer learning the concept of tail) varies from 18% to 86% with 20.85% standard deviation on VGG16. We propose a simple and scalable modification that employs a Gram-Schmidt process to sample random noise from concepts and learn an average ""concept classifier"". This approach improves the aforesaid standard deviation from 20.85% to 6.4%.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Adversarial robustness against the union of multiple perturbation models,T,4470,155,72.0,"P Maini, E Wong, Z Kolter",2020.0,International Conference on …,proceedings.mlr.press,http://proceedings.mlr.press/v119/maini20a.html,https://scholar.google.com/scholar?cites=7466169251019166105&as_sdt=2005&sciodt=2007&hl=en,156.0,2022-07-12 11:56:54,,,,,,,,,72,36.0,24.0,3.0,2.0,… Adversarial Robustness Against the Union of Multiple Perturbation Models We believe that achieving robustness … the eventual objective of universal robustness and our work further …,http://proceedings.mlr.press/v119/maini20a/maini20a.pdf,https://scholar.google.com/scholar?q=related:mRHxV2ApnWcJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Adversarial robustness guarantees for random deep neural networks,T,4484,157,2.0,"G De Palma, B Kiani, S Lloyd",2021.0,International Conference on …,proceedings.mlr.press,http://proceedings.mlr.press/v139/de-palma21a.html,https://scholar.google.com/scholar?cites=2504173380091047222&as_sdt=2005&sciodt=2007&hl=en,158.0,2022-07-12 11:49:54,,,,,,,,,2,2.0,1.0,3.0,1.0,"… Therefore, we expect that the robustness of deep neural networks trained with … robustness guarantee similar to the guarantee proved in this paper can be proved. While the robustness …",http://proceedings.mlr.press/v139/de-palma21a/de-palma21a.pdf,https://scholar.google.com/scholar?q=related:Nu1Q6GucwCIJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Adversarial, Training",Discussion,Adversarial robustness may be at odds with simplicity,T,4487,139,95.0,P Nakkiran,2019.0,arXiv preprint arXiv:1901.00532,arxiv.org,https://arxiv.org/abs/1901.00532,https://scholar.google.com/scholar?cites=236254165928386595&as_sdt=2005&sciodt=2007&hl=en,13.0,2022-07-13 09:30:22,,,,,,,,,95,32.07.00,95.0,1.0,3.0,"… Current techniques in machine learning are so far are unable … [9] argues that the tradeoff between robustness and accuracy … In contrast, we reject this explanation, since we are working …",https://arxiv.org/pdf/1901.00532,https://scholar.google.com/scholar?q=related:IyDehOlXRwMJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial. Robust, Explainability",Discussion,Adversarial robustness on in-and out-distribution improves explainability,T,4497,5,30.0,"M Augustin, A Meinke, M Hein",2020.0,European Conference on Computer …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-58574-7_14,https://scholar.google.com/scholar?cites=2575047789396912819&as_sdt=2005&sciodt=2007&hl=en,6.0,2022-07-12 11:56:04,,10.1007/978-3-030-58574-7_14,,,,,,,30,15.0,10.0,3.0,2.0,"… In this work we propose RATIO, a training procedure for Robustness via Adversarial Training … -of-the-art \(l_2\)-adversarial robustness on CIFAR10 and maintains better clean accuracy. …",https://arxiv.org/pdf/2003.09461,https://scholar.google.com/scholar?q=related:s2qoPlJovCMJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explainability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial, Causality, Robust",Discussion,Adversarial robustness through the lens of causality,T,4503,59,8.0,"Y Zhang, M Gong, T Liu, G Niu, X Tian, B Han…",2021.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2106.06196,https://scholar.google.com/scholar?cites=7969934108451189317&as_sdt=2005&sciodt=2007&hl=en,60.0,2022-07-12 11:56:54,,,,,,,,,8,8.0,1.0,7.0,1.0,… Extensive experiments demonstrate that CausalAdv can improve the adversarial robustness … the adversarial robustness. 2 Acausal VIEW ON ADVERSARIAL DATA GENERATION …,https://arxiv.org/pdf/2106.06196,https://scholar.google.com/scholar?q=related:RbKAWdjkmm4J:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Augmentation, Robust",Discussion,An Impact of Data Augmentation Techniques on the Robustness of CNNs,T,4946,36,0.0,K Szyc,2022.0,… Conference on Dependability and Complex Systems,Springer,https://link.springer.com/chapter/10.1007/978-3-031-06746-4_32,,140.0,2022-07-13 12:01:57,,10.1007/978-3-031-06746-4_32,,,,,,,0,0.0,0.0,1.0,1.0,"… method of Convolutional Neural Network regularization. However… It allowed us to focus on checking the robustness of the … on safety, trustworthiness, and explainability. For example, the …",,https://scholar.google.com/scholar?q=related:O8vF3U1sXRUJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22explainability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explainability, Robust",Discussion,An evaluation of quality and robustness of smoothed explanations,T,5289,112,0.0,"A Ajalloeian, SM Moosavi-Dezfooli, M Vlachos…",2021.0,,openreview.net,https://openreview.net/forum?id=3MjOIZ2CF9,,113.0,2022-07-12 11:49:54,,,,,,,,,0,0.0,0.0,4.0,1.0,"… of robustness, we show that explanations derived by smoothing approaches only provide robustness … We present results on evaluating both the quality and robustness properties of …",https://openreview.net/pdf?id=3MjOIZ2CF9,https://scholar.google.com/scholar?q=related:CX08TXlNHKMJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial, Robust",Discussion,And/or trade-off in artificial neurons: impact on adversarial robustness,T,5682,17,0.0,A. Fontana,2021.0,,,,,18.0,2022-07-13 09:24:04,,,,,,,,,0,0.0,0.0,1.0,1.0,"Since its discovery in 2013, the phenomenon of adversarial examples has attracted a growing amount of attention from the machine learning community. A deeper understanding of the problem could lead to a better comprehension of how information is processed and encoded in neural networks and, more in general, could help to solve the issue of interpretability in machine learning. Our idea to increase adversarial resilience starts with the observation that artificial neurons can be divided in two broad categories: AND-like neurons and OR-like neurons. Intuitively, the former are characterised by a relatively low number of combinations of input values which trigger neuron activation, while for the latter the opposite is true. Our hypothesis is that the presence in a network of a sufficiently high number of OR-like neurons could lead to classification “brittleness” and increase the network’s susceptibility to adversarial attacks. After constructing an operational definition of a neuron AND-like behaviour, we proceed to introduce several measures to increase the proportion of AND-like neurons in the network: L1 norm weight normalisation; application of an input filter; comparison between the neuron output’s distribution obtained when the network is fed with the actual data set and the distribution obtained when the network is fed with a randomised version of the former called “scrambled data set”. Tests performed on the MNIST data set hint that the proposed measures could represent an interesting direction to explore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resilience, Robust",Discussion,Applying Robustness Analysis of Dynamic Models to the Problem of Systems Resilience,T,5962,72,0.0,"H Chan, K Inoue",2014.0,5TH SYMPOSIUM ON RESILIENCE …,researchgate.net,https://www.researchgate.net/profile/David-Woods-19/publication/349213886_PROCEEDINGS_5TH_SYMPOSIUM_ON_RESILIENCE_ENGINEERING_MANAGING_TRADE--OFFS_Copyright_Resilience_Engineering_AssociatIon/links/602537fba6fdcc37a81d28e3/PROCEEDINGS-5TH-SYMPOSIUM-ON-RESILIENCE-ENGINEERING-MANAGING-TRADE--OFFS-Copyright-Resilience-Engineering-AssociatIon.pdf#page=253,,73.0,2022-07-12 11:55:13,PDF,,,,,,,,0,0.0,0.0,2.0,8.0,"… '', to provide a set of unified design principles for building resilient … In artificial intelligence, uncertain beliefs have often been … We will show an example of applying robustness analysis on …",https://www.researchgate.net/profile/David-Woods-19/publication/349213886_PROCEEDINGS_5TH_SYMPOSIUM_ON_RESILIENCE_ENGINEERING_MANAGING_TRADE--OFFS_Copyright_Resilience_Engineering_AssociatIon/links/602537fba6fdcc37a81d28e3/PROCEEDINGS-5TH-SYMPOSIUM-ON-RESILIENCE-ENGINEERING-MANAGING-TRADE--OFFS-Copyright-Resilience-Engineering-AssociatIon.pdf#page=253,https://scholar.google.com/scholar?q=related:p3o4FWUAT_oJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial, Robust, Accuracy",Discussion,Are Accuracy and Robustness Correlated,T,6042,41,49.0,"Andras Rozsa, Manuel Günther, T. Boult",2016.0,,,,,42.0,2022-07-13 09:24:12,,10.1109/ICMLA.2016.0045,,,,,,,49,8.17,16.0,3.0,6.0,"Machine learning models are vulnerable to adversarial examples formed by applying small carefully chosen perturbations to inputs that cause unexpected classification errors. In this paper, we perform experiments on various adversarial example generation approaches with multiple deep convolutional neural networks including Residual Networks, the best performing models on ImageNet Large-Scale Visual Recognition Challenge 2015. We compare the adversarial example generation techniques with respect to the quality of the produced images, and measure the robustness of the tested machine learning models to adversarial examples. Finally, we conduct large-scale experiments on cross-model adversarial portability. We find that adversarial examples are mostly transferable across similar network topologies, and we demonstrate that better machine learning models are less vulnerable to adversarial examples.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saliency Map, Explainability, Robust",Discussion,"Believe The HiPe: Hierarchical Perturbation for Fast, Robust and Model-Agnostic Explanations",T,7899,15,0.0,"Jessica Cooper, Ognjen Arandjelovic, David Harrison",2021.0,,,,,16.0,2022-07-13 09:33:05,,,,,,,,,0,0.0,0.0,3.0,1.0,"Understanding the predictions made by Artificial Intelligence (AI) systems is becoming more and more important as deep learning models are used for increasingly complex and high-stakes tasks. Saliency mapping – an easily interpretable visual attribution method – is one important tool for this, but existing formulations are limited by either computational cost or architectural constraints. We therefore propose Hierarchical Perturbation, a very fast and completely modelagnostic method for explaining model predictions with robust saliency maps. Using standard benchmarks and datasets, we show that our saliency maps are of competitive or superior quality to those generated by existing model-agnostic methods – and are over 20× faster to compute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Security, Reliability",Discussion,"Building robust machine learning systems: Current progress, research challenges, and opportunities",T,8381,119,26.0,"JJ Zhang, K Liu, F Khalid, MA Hanif…",2019.0,Proceedings of the 56th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3316781.3323472?casa_token=nUIXgnUTY2QAAAAA:kXeuJ174GN_3xMXMbze8-mH7ARaLwCoeIXFZqmeGQa86AmZgBnfMzt9mxYHYelMUncsrdieKiPEwcg,https://scholar.google.com/scholar?cites=11795473490908775650&as_sdt=2005&sciodt=2007&hl=en,53.0,2022-07-13 10:32:22,,10.1145/3316781.3323472,,,,,,,26,9.07,5.0,5.0,3.0,… have stringent robustness constraints as defined by the standardization authorities because of the risks involved in the operation of these systems. Robustness refers to two main …,https://dl.acm.org/doi/pdf/10.1145/3316781.3323472?casa_token=SM9M82j0wHYAAAAA:nmhfvsgdo0HgXub3MYTD1v8EUHSTrZGBZumBisvDrkyf0YI7u8yPE2hY1lIm9BukIX5Suc8OPjiQRA,https://scholar.google.com/scholar?q=related:4oQnF6XwsaMJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22resilience%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Transparency, Interpretability, Fairness, Explainability",Discussion,CERTIFAI: Counterfactual Explanations for Robustness,T,8461,181,4.0,"S Sharma, J Henderson, J Ghosh",2019.0,"… , and Fairness of Artificial Intelligence models",,,https://scholar.google.com/scholar?cites=3354854825062012165&as_sdt=2005&sciodt=2007&hl=en,182.0,2022-07-12 11:57:47,CITATION,,,,,,,,4,1.33,1.0,3.0,3.0,,,https://scholar.google.com/scholar?q=related:BZXTSLDWji4J:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22transparency%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interpretability, Robust",Discussion,Certified Interpretability Robustness for Class Activation Mapping,T,8762,20,0.0,"A Gu, TW Weng, PY Chen, S Liu…",2020.0,Annual Conference on …,ml4ad.github.io,https://ml4ad.github.io/files/papers2020/Certified%20Interpretability%20Robustness%20for%20Class%20Activation%20Mapping.pdf,,21.0,2022-07-12 13:46:44,PDF,,,,,,,,0,0.0,0.0,5.0,2.0,"… While we follow their example and use the top-k metric for interpretability, our work focuses … interpretability methods like CAM, we propose an algorithm for the interpretability robustness …",https://ml4ad.github.io/files/papers2020/Certified%20Interpretability%20Robustness%20for%20Class%20Activation%20Mapping.pdf,https://scholar.google.com/scholar?q=related:k-kkYrzIQPQJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22interpretability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,"Collaborative Machine Learning: Schemes, Robustness, and Privacy",T,9198,13,0.0,"J Wang, A Pal, Q Yang, K Kant, K Zhu…",2022.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9782499/?casa_token=-6ryHqZV_xAAAAAA:IZDgwvqrrSG_i9syty-6R68fZytEFd6qYpj9EWZHVSJiqf8SNlzPtr3zCRlsUUu-6Xwxm1czdQ,,88.0,2022-07-13 09:41:18,,,,,,,,,0,0.0,0.0,6.0,1.0,"… a basis to discuss the robustness issue, where we provide a … the first survey to discuss robustness and privacy leakage by … , our work focuses on the robustness and privacy issues in …",https://ieeexplore.ieee.org/iel7/5962385/6104215/09782499.pdf?casa_token=MNHMsVCTlE8AAAAA:MYVtNC3NFW5I0JlHlLaL5ACEadHeWOagYB6qjdQnrRGFSZJf-Oes00MpJBudhf_LmqT0iqWxrg,https://scholar.google.com/scholar?q=related:wS8BykgwkZgJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Composite Adversarial Attacks,T,9552,106,3.0,X. Mao,2021.0,"35th AAAI Conference on Artificial Intelligence, AAAI 2021",,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125569249&origin=inward,107.0,2022-07-12 16:24:02,Conference Paper,,,https://api.elsevier.com/content/abstract/scopus_id/85125569249,10.0,,8884.0,8892.0,3,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interpretability, Robust",Discussion,Connecting interpretability and robustness in decision trees through separation,T,9798,129,10.0,"M Moshkovitz, YY Yang…",2021.0,… Conference on Machine …,proceedings.mlr.press,http://proceedings.mlr.press/v139/moshkovitz21a.html,https://scholar.google.com/scholar?cites=2331497214666374393&as_sdt=2005&sciodt=2007&hl=en,130.0,2022-07-12 11:49:54,,,,,,,,,10,10.0,3.0,3.0,1.0,"… on interpretation using decision trees and robustness to l1 … as a sufficient condition for robustness. We prove upper and … provable guarantees both on robustness, interpretability, and …",http://proceedings.mlr.press/v139/moshkovitz21a/moshkovitz21a.pdf,https://scholar.google.com/scholar?q=related:-XwAK10kWyAJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Cleaning, Robust",Discussion,"Data cleaning for accurate, fair, and robust models: A big data-AI integration approach",T,10591,128,31.0,"KH Tae, Y Roh, YH Oh, H Kim, SE Whang",2019.0,Proceedings of the 3rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3329486.3329493,https://scholar.google.com/scholar?cites=8885684963198386365&as_sdt=2005&sciodt=2007&hl=en,129.0,2022-07-14 08:45:17,,10.1145/3329486.3329493,,,,,,,31,10.33,6.0,5.0,3.0,"… trend of Big data – Artificial Intelligence (AI) integration. … To measure model accuracy, we compute the portion of … Table 2 compares the model accuracy and fairness results of different …",https://arxiv.org/pdf/1904.10761,https://scholar.google.com/scholar?q=related:vUB4SWVLUHsJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22accuracy%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Deep Learning Based Robust Text Classification Method via Virtual Adversarial Training,T,10946,131,4.0,"Wei Zhang, Q. Chen, Yunfang Chen",2020.0,,,,,132.0,2022-07-13 09:22:57,,10.1109/ACCESS.2020.2981616,,,,,,,4,2.0,1.0,3.0,2.0,"The existing methods of generating adversarial texts usually change the original meanings of texts significantly and even generate the unreadable texts. These less readable adversarial texts can misclassify the machine classifier successfully, but they cannot deceive the human observers very well. In this paper, we propose a novel method that generates readable adversarial texts with some perturbations that can also confuse human observers successfully. Based on the continuous bag-of-words (CBOW) model, the proposed method looks for the appropriate perturbations to generate the adversarial texts through controlling the perturbation direction vectors. Meanwhile, we apply adversarial training to regularize the classification model and extend it to semi-supervised tasks with virtual adversarial training. Experiments are conducted to show that the generated adversaries are interpretable and confused to humans and the virtual adversarial training effectively improves the robustness of the model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Designing Explainability of an Artificial Intelligence System,T,31,33,11.0,"Taehyun Ha, Sangwon Lee, Sangyeon Kim",2018.0,,,,,34.0,2022-07-13 09:19:02,,10.1145/3183654.3183683,,,,,,,11,3.15,4.0,3.0,4.0,"Explainability and accuracy of the machine learning algorithms usually laid on a trade-off relationship. Several algorithms such as deep-learning artificial neural networks have high accuracy but low explainability. Since there were only limited ways to access the learning and prediction processes in algorithms, researchers and users were not able to understand how the results were given to them. However, a recent project, explainable artificial intelligence (XAI) by DARPA, showed that AI systems can be highly explainable but also accurate. Several technical reports of XAI suggested ways of extracting explainable features and their positive effects on users; the results showed that explainability of AI was helpful to make users understand and trust the system. However, only a few studies have addressed why the explainability can bring positive effects to users. We suggest theoretical reasons from the attribution theory and anthropomorphism studies. Trough a review, we develop three hypotheses: (1) causal attribution is a human nature and thus a system which provides casual explanation on their process will affect users to attribute the result of system; (2) Based on the attribution results, users will perceive the system as human-like and which will be a motivation of anthropomorphism; (3) The system will be perceived by the users through the anthropomorphism. We provide a research framework for designing causal explainability of an AI system and discuss the expected results of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,EU Artificial Intelligence Act: The European Approach to AI,T,1074,83,6.0,M Kop,2021.0,,futurium.ec.europa.eu,https://futurium.ec.europa.eu/sites/default/files/2021-10/Kop_EU%20Artificial%20Intelligence%20Act%20-%20The%20European%20Approach%20to%20AI_21092021_0.pdf,https://scholar.google.com/scholar?cites=15944654061916173631&as_sdt=2005&sciodt=2007&hl=en,156.0,2022-07-14 09:14:15,PDF,,,,,,,,6,6.0,6.0,1.0,1.0,"… The draft regulation seeks to codify the high standards of the EU trustworthy AI paradigm. It … EU trustworthy AI paradigm, which requires AI to be legally, ethically and technically robust, …",https://futurium.ec.europa.eu/sites/default/files/2021-10/Kop_EU%20Artificial%20Intelligence%20Act%20-%20The%20European%20Approach%20to%20AI_21092021_0.pdf,https://scholar.google.com/scholar?q=related:P7UAE2TKRt0J:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22trustworthy%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Evaluating Adversarial Robustness for Deep Neural Network Interpretability using fMRI Decoding,T,2011,0,2.0,"Patrick McClure, D. Moraczewski, K. Lam, Adam Thomas, Francisco Pereira",2020.0,,,,,1.0,2022-07-13 09:28:50,,,,,,,,,2,1.0,0.0,5.0,2.0,"While deep neural networks (DNNs) are being increasingly used to make predictions from high-dimensional, complex data, they are widely seen as uninterpretable ""black boxes"", since it can be difficult to discover what input information is used to make predictions. This ability is particularly important for applications in cognitive neuroscience and neuroinformatics. A saliency map is a common approach for producing interpretable visualizations of the relative importance of input features for a prediction. However, many methods for creating these maps fail due to focusing too much on the input or being extremely sensitive to small input noise. It is also challenging to quantitatively evaluate how well saliency maps correspond to the truly relevant input information. In this paper, we develop two quantitative evaluation procedures for saliency methods, using the fact that the Human Connectome Project (HCP) dataset contains functional magnetic resonance imaging (fMRI) data from multiple tasks per subject to create ground truth saliency maps. We then introduce an adversarial training method that makes DNNs robust to small input noise, and demonstrate that it measurably improves interpretability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Evaluation and Analysis of Robustness of Adversarial Examples Attacks in Deep Neural Networks,T,2162,27,1.0,"Asmaa Ftaimi, T. Mazri",2020.0,,,,,28.0,2022-07-13 09:19:17,,10.1109/ISAECT50560.2020.9523659,,,,,,,1,0.5,1.0,2.0,2.0,"Neural networks have revolutionized the field of artificial intelligence. They have given rise to several applications in various areas. However, it has been shown that they have flaws that could be leveraged by an attacker to perform an adversarial examples attack. Several studies have attempted to design defensive mechanisms that would ensure the security of neural networks. Nevertheless, these mitigation techniques remain insufficient to entirely address all the vulnerabilities that may reside in these architectures. In this article, we will extensively address the security of neural networks. We will begin with a study of the different approaches towards the security of neural networks. Then, we will detail significant sources of vulnerabilities in neural networks. Afterward, we will examine the theory of adversarial examples attack as well as the optimization problem related to them. Thereafter, we will conduct a comparative study of the most common mitigation techniques in the literature. Finally, we will propose a framework devoted to assessing adversarial examples robustness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Explainable AI for Inspecting Adversarial Attacks on Deep Neural Networks,T,2497,57,1.0,"Zuzanna Klawikowska, Agnieszka Mikołajczyk, M. Grochowski",2020.0,,,,,58.0,2022-07-13 09:19:22,,10.1007/978-3-030-61401-0_14,,,,,,,1,0.5,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Exploring Misclassifications of Robust Neural Networks to Enhance Adversarial Attacks,T,2830,198,7.0,"Leo Schwinn, René Raab, A. Nguyen, Dario Zanca, B. Eskofier",2021.0,,,,,199.0,2022-07-13 09:27:43,,,,,,,,,7,7.0,1.0,5.0,1.0,"Progress in making neural networks more robust against adversarial attacks is mostly marginal, despite the great efforts of the research community. Moreover, the robustness evaluation is often imprecise, making it difficult to identify promising approaches. We analyze the classification decisions of 19 different state-of-the-art neural networks trained to be robust against adversarial attacks. Our findings suggest that current untargeted adversarial attacks induce misclassification towards only a limited amount of different classes. Additionally, we observe that both overand under-confidence in model predictions result in an inaccurate assessment of model robustness. Based on these observations, we propose a novel loss function for adversarial attacks that consistently improves attack success rate compared to prior loss functions for 19 out of 19 analyzed models.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Exploring Robustness of Unsupervised Domain Adaptation in Semantic Segmentation,T,2837,49,6.0,"Jinyu Yang, Chunyuan Li, Weizhi An, Hehuan Ma, Yuzhi Guo, Yu Rong, P. Zhao, Junzhou Huang",2021.0,,,,,50.0,2022-07-13 09:28:33,,10.1109/iccv48922.2021.00906,,,,,,,6,6.0,1.0,8.0,1.0,"Recent studies imply that deep neural networks are vulnerable to adversarial examples, i.e., inputs with a slight but intentional perturbation are incorrectly classified by the network. Such vulnerability makes it risky for some security-related applications (e.g., semantic segmentation in autonomous cars) and triggers tremendous concerns on the model reliability. For the first time, we comprehensively evaluate the robustness of existing UDA methods and propose a robust UDA approach. It is rooted in two observations: i) the robustness of UDA methods in semantic segmentation remains unexplored, which poses a security concern in this field; and ii) although commonly used self-supervision (e.g., rotation and jigsaw) benefits model robustness in classification and recognition tasks, they fail to provide the critical supervision signals that are essential in semantic segmentation. These observations motivate us to propose adversarial self-supervision UDA (or ASSUDA) that maximizes the agreement between clean images and their adversarial examples by a contrastive loss in the output space. Extensive empirical studies on commonly used benchmarks demonstrate that ASSUDA is resistant to adversarial attacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explainability, Robust, Noise",Discussion,Extension to Multidimensional Problems of a Fuzzy- based Explainable & Noise-Resilient Algorithm,T,2931,14,3.0,"Javier Viaña, Kelly Cohen",2021.0,,,,,15.0,2022-07-13 09:19:55,,,,,,,,,3,3.0,2.0,2.0,1.0,"While Deep Neural Networks (DNNs) have shown incredible performance in a variety of data, they are brittle and opaque: easily fooled by the presence of noise, and difficult to understand the underlying reasoning for their predictions or choices. This focus on accuracy at the expense of interpretability and robustness caused little concern since, until recently, DNNs were employed primarily for scientific and limited commercial work. An increasing, widespread use of artificial intelligence and growing emphasis on user data protections, however, motivates the need for robust solutions with explainable methods and results. In this work, we extend a novel fuzzy based algorithm for regression to multidimensional problems. Previous research demonstrated that this approach outperforms neural network benchmarks while using only 5% of the number of the parameters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
